Unique Method Stereotype,Method Count
get property set collaborator,2
predicate controller,33
predicate,278
get property wrapper,3
set collaborator,100
property controller,146
property non-void-command collaborator,428
get non-void-command collaborator,29
property wrapper,160
property,236
command collaborator,705
command,663
unclassified,33
empty,96
set,226
constructor,1438
predicate wrapper,121
get non-void-command,47
non-void-command collaborator,13
incidental,524
controller,529
get,290
collaborator incidental,68
get property non-void-command collaborator,4
property non-void-command,91
property collaborator,307
predicate set,6
predicate collaborator,216
predicate non-void-command collaborator,298
wrapper,118
property set collaborator,21
destructor,237
wrapper stateless,519
controller stateless,822
property set,11
get wrapper,84
get set collaborator,36
predicate set collaborator,17
void-accessor wrapper,4
predicate non-void-command,79
void-accessor command,17
void-accessor command collaborator,71
copy-constructor,141
void-accessor collaborator,89
void-accessor set,2
void-accessor controller,15
get property collaborator,1
void-accessor set collaborator,1
get property non-void-command,16
collaborator,32
set factory collaborator,1
property command collaborator,11
property factory collaborator,6
get command collaborator,2
get property command collaborator,2
property command factory collaborator,1
get set,46
get predicate non-void-command,8
get property,2
get collaborator,240
get controller,1
Total,9743
