Unique Class Stereotype,Class Count
data-class,1
boundary data-class,1
controller lazy-class degenerate,1
commander boundary degenerate,1
data-provider boundary data-class,5
data-provider data-class small-class,1
boundary degenerate,12
controller degenerate,9
pure-controller degenerate,19
entity commander boundary lazy-class degenerate,1
lazy-class degenerate,3
controller,2
data-provider boundary lazy-class,2
lazy-class,6
small-class,196
entity boundary small-class,15
data-provider,69
data-provider boundary data-class small-class,5
data-provider boundary,102
boundary degenerate small-class,106
data-provider boundary small-class,9
commander,39
empty,699
controller small-class,1
unclassified,187
commander boundary,33
entity data-provider boundary data-class,1
entity boundary,37
commander boundary small-class,24
minimal-entity lazy-class,1
entity data-provider boundary,9
data-provider lazy-class small-class,1
data-provider small-class,9
degenerate small-class,36
data-provider boundary degenerate,9
boundary small-class,54
data-provider data-class,16
commander data-class small-class,5
boundary,147
pure-controller small-class,52
degenerate,55
entity commander boundary,23
pure-controller degenerate small-class,276
entity boundary degenerate,1
commander small-class,40
Total,2321
