Unique Class Stereotype,Class Count
entity small-class,1
commander small-class,4
factory controller small-class,1
commander boundary data-class small-class,2
degenerate small-class,4
data-provider boundary data-class small-class,2
boundary small-class,2
controller small-class,6
small-class,7
entity boundary small-class,12
unclassified,3
empty,178
pure-controller degenerate small-class,10
boundary degenerate small-class,11
entity commander boundary,5
degenerate,1
factory pure-controller degenerate small-class,3
entity factory controller small-class,4
commander boundary small-class,11
data-provider boundary small-class,2
commander,6
pure-controller degenerate,1
boundary,3
data-provider boundary lazy-class small-class,1
pure-controller small-class,11
boundary degenerate,3
commander boundary,10
lazy-class small-class,1
entity boundary,2
Total,307
