Unique Method Stereotype,Method Count
get property wrapper,2
get set collaborator,2
property wrapper,188
get non-void-command collaborator,2
non-void-command factory collaborator,1
void-accessor command,1
non-void-command collaborator,32
get set factory collaborator,1
predicate non-void-command,6
property factory controller,6
command,28
constructor,203
set,8
command collaborator,55
wrapper stateless,21
controller stateless,34
set collaborator,15
property non-void-command collaborator,53
property controller,2
collaborator stateless,6
wrapper,4
property set collaborator,5
predicate set,1
property non-void-command factory collaborator,7
property non-void-command,1
collaborator incidental,8
get property non-void-command collaborator,1
empty,11
factory controller,1
controller,13
copy-constructor,2
predicate non-void-command collaborator,2
collaborator,1
void-accessor command collaborator,7
void-accessor collaborator,2
factory controller stateless,3
get collaborator,3
Total,738
