Method Stereotype,Stereotype Count
get,1513
predicate,410
property,2299
void-accessor,33
set,723
command,724
non-void-command,2704
collaborator,2594
controller,1903
wrapper,1347
constructor,1538
copy-constructor,22
destructor,0
factory,209
incidental,90
stateless,2836
empty,36
unclassified,6
Total,18987
