Unique Class Stereotype,Class Count
lazy-class degenerate,1
data-provider boundary lazy-class,1
data-provider boundary data-class,1
entity minimal-entity boundary,1
lazy-class,3
data-provider small-class,3
minimal-entity boundary,1
boundary data-class,2
data-provider data-class,2
boundary small-class,3
commander data-class small-class,4
commander boundary degenerate,2
data-provider boundary data-class small-class,4
data-provider boundary,11
commander data-class,3
data-provider data-class small-class,8
data-provider lazy-class degenerate,1
boundary data-class small-class,10
controller,4
factory pure-controller degenerate small-class,3
entity boundary small-class,52
data-provider boundary small-class,9
factory controller data-class small-class,4
entity boundary,95
data-class small-class,8
data-class,9
boundary degenerate small-class,116
pure-controller degenerate,83
commander boundary small-class,14
degenerate small-class,26
data-provider,22
pure-controller degenerate small-class,206
entity commander boundary,4
factory pure-controller small-class,4
boundary degenerate,58
entity minimal-entity commander boundary,1
commander boundary,14
entity factory controller small-class,19
degenerate,104
boundary,79
pure-controller small-class,18
pure-controller,3
controller degenerate,3
boundary lazy-class degenerate,3
entity data-provider boundary,8
factory controller,1
entity small-class,2
empty,459
commander,14
factory degenerate small-class,12
entity boundary data-class,3
factory controller small-class,10
unclassified,181
controller small-class,7
small-class,38
entity boundary degenerate,2
commander boundary data-class small-class,2
commander small-class,13
Total,1774
