Unique Method Stereotype,Method Count
get command collaborator,1
factory wrapper,3
property factory,11
get predicate wrapper,1
get set factory,1
get property set,1
factory,1
collaborator,1
set factory collaborator,1
void-accessor,1
predicate collaborator,3
get property non-void-command factory collaborator,4
factory collaborator incidental,1
property set factory collaborator,6
get property factory wrapper,4
get predicate,2
factory wrapper stateless,5
property set,23
void-accessor set,8
predicate set collaborator,12
void-accessor command collaborator,143
property factory collaborator,36
controller,318
incidental,231
copy-constructor,11
factory controller stateless,31
void-accessor command,89
get,822
collaborator incidental,85
get property non-void-command collaborator,43
property controller,87
property non-void-command collaborator,710
set collaborator,476
predicate set,22
property non-void-command factory collaborator,124
property non-void-command,548
empty,453
get property controller,1
factory controller,23
property factory wrapper,20
command,2994
get controller,3
get collaborator,472
property,118
command collaborator,2346
controller stateless,442
non-void-command factory collaborator,85
predicate controller,50
get predicate controller,3
predicate wrapper,35
constructor,1504
set,773
get command,2
wrapper stateless,294
predicate non-void-command,423
void-accessor wrapper,9
predicate non-void-command collaborator,283
wrapper,230
non-void-command factory,1
get predicate non-void-command,4
get set,81
property wrapper,147
get non-void-command collaborator,82
get property wrapper,10
non-void-command collaborator,1
get non-void-command,42
get property,10
predicate,125
property non-void-command factory,4
collaborator stateless,35
get set collaborator,48
unclassified,7
factory collaborator stateless,51
get property collaborator,9
void-accessor set collaborator,7
get property non-void-command,19
property set collaborator,15
property collaborator,25
stateless,70
get property factory,4
get non-void-command factory collaborator,4
get wrapper,22
get predicate non-void-command collaborator,2
void-accessor controller,6
get set factory collaborator,19
property factory controller,17
Total,15296
