Unique Class Stereotype,Class Count
commander lazy-class,1
commander degenerate,2
commander boundary small-class,5
boundary data-class small-class,1
entity boundary small-class,7
small-class,4
data-provider boundary small-class,13
entity minimal-entity commander boundary,1
commander boundary,20
controller,1
boundary degenerate,1
commander,77
empty,51
boundary degenerate small-class,8
factory pure-controller small-class,1
entity commander boundary,2
data-provider small-class,3
degenerate small-class,2
commander data-class small-class,4
pure-controller small-class,1
degenerate,6
boundary,10
data-class small-class,2
entity boundary,3
commander small-class,3
unclassified,32
controller small-class,1
data-class,5
lazy-class degenerate,1
minimal-entity boundary,2
entity factory controller small-class,1
Total,271
