Unique Method Stereotype,Method Count
get property wrapper,1
get non-void-command,2
get set collaborator,10
get predicate controller,1
factory collaborator incidental,1
property factory wrapper,1
factory collaborator stateless,2
get property non-void-command,6
factory wrapper,4
unclassified,3
non-void-command factory,1
factory wrapper stateless,1
get non-void-command collaborator,4
property wrapper,8
factory controller stateless,3
void-accessor command collaborator,2
property,14
get property set collaborator,1
predicate wrapper,3
collaborator stateless,4
get collaborator,69
controller stateless,27
get set factory collaborator,2
get property,3
command,630
constructor,258
set,192
predicate non-void-command,57
property controller,4
set collaborator,90
property non-void-command collaborator,73
command collaborator,354
get predicate,1
predicate,4
non-void-command factory collaborator,3
predicate controller,1
get property non-void-command collaborator,1
collaborator incidental,29
get,147
wrapper stateless,75
copy-constructor,2
incidental,88
predicate non-void-command collaborator,19
controller,19
property set collaborator,3
stateless,4
get set,36
wrapper,18
property non-void-command,133
predicate set,4
property collaborator,19
property non-void-command factory collaborator,6
property factory controller,1
empty,159
factory controller,2
Total,2605
