Unique Method Stereotype,Method Count
get set collaborator,1
collaborator,1
predicate set collaborator,2
property,5
get wrapper,9
predicate non-void-command,2
command collaborator,8
property set,2
set,6
constructor,102
void-accessor wrapper,2
wrapper stateless,11
get collaborator,33
get non-void-command collaborator,6
property wrapper,15
controller,2
predicate non-void-command collaborator,1
incidental,9
copy-constructor,6
destructor,17
get property wrapper,1
get non-void-command,2
property set collaborator,11
get set,1
wrapper,8
command,18
unclassified,6
empty,79
controller stateless,20
property non-void-command,4
property collaborator,53
void-accessor command collaborator,5
predicate wrapper,4
non-void-command collaborator,61
get,10
collaborator incidental,26
property non-void-command collaborator,20
property controller,11
set collaborator,16
Total,596
