Unique Class Stereotype,Class Count
minimal-entity boundary,1
degenerate small-class,2
data-provider boundary degenerate,1
entity boundary,3
controller small-class,1
entity boundary small-class,2
small-class,8
unclassified,33
empty,7
data-provider boundary small-class,1
commander,19
data-class,1
commander small-class,17
commander boundary,2
boundary,9
lazy-class,1
entity minimal-entity boundary,1
data-provider,13
boundary degenerate small-class,1
entity commander boundary,3
data-class small-class,1
degenerate,2
Total,129
