Unique Class Stereotype,Class Count
data-provider degenerate,1
entity factory controller,1
data-provider small-class,1
pure-controller,3
commander small-class,4
entity factory controller small-class,1
data-provider boundary data-class small-class,4
entity,2
factory controller small-class,2
entity boundary data-class,1
pure-controller degenerate,18
data-provider,3
lazy-class data-class small-class,1
boundary degenerate small-class,14
factory pure-controller degenerate small-class,1
controller,6
commander boundary,13
entity commander boundary,5
pure-controller degenerate small-class,142
entity boundary data-class small-class,1
boundary degenerate,32
entity boundary,50
entity data-provider boundary lazy-class degenerate,1
unclassified,25
controller small-class,9
data-provider boundary,3
factory controller,1
empty,293
entity small-class,2
commander,8
data-provider boundary small-class,5
factory controller data-class small-class,1
commander boundary lazy-class small-class,1
minimal-entity boundary,1
boundary data-class,2
controller degenerate,11
boundary lazy-class degenerate,1
entity factory controller data-class small-class,1
entity boundary small-class,13
small-class,6
commander boundary small-class,15
degenerate small-class,7
entity data-provider boundary,6
data-provider data-class,1
boundary small-class,3
factory degenerate,1
boundary,45
degenerate,35
Total,803
