Unique Method Stereotype,Method Count
property factory,5
get property factory,2
get predicate non-void-command collaborator,1
property non-void-command,57
predicate set,12
property non-void-command factory collaborator,33
collaborator incidental,59
get property non-void-command collaborator,2
get,59
incidental,31
wrapper,10
predicate non-void-command collaborator,83
get property controller,1
factory controller,17
empty,8
set,53
get property non-void-command,1
get property collaborator,6
constructor,331
property factory wrapper,6
command,160
get property factory wrapper,1
property controller,32
property non-void-command collaborator,463
non-void-command,33
set collaborator,57
void-accessor command,1
factory controller stateless,27
get collaborator,54
get controller,6
collaborator stateless,8
get set factory collaborator,4
property factory controller,6
wrapper stateless,818
predicate wrapper,12
get non-void-command,4
non-void-command collaborator,9
controller stateless,1017
non-void-command factory collaborator,36
predicate controller,4
predicate non-void-command,28
property wrapper,42
get non-void-command collaborator,80
get set collaborator,372
factory collaborator stateless,7
property set,6
get set,3
get factory collaborator,6
property set collaborator,32
property collaborator,45
stateless,2
predicate,31
command collaborator,317
property,25
get wrapper,27
get property wrapper,3
get property non-void-command factory collaborator,3
controller,77
factory collaborator,4
factory wrapper stateless,10
predicate collaborator,19
set factory collaborator,1
collaborator,1
get property,1
property factory collaborator,15
property set factory collaborator,9
get property set collaborator,2
copy-constructor,54
void-accessor collaborator,1
Total,4752
