Unique Method Stereotype,Method Count
get set collaborator,1
unclassified,1
controller stateless,4
get collaborator,4
predicate non-void-command,6
predicate wrapper,1
property controller,1
property non-void-command collaborator,4
set collaborator,2
set,17
constructor,13
command collaborator,22
predicate,4
copy-constructor,4
predicate non-void-command collaborator,7
get non-void-command collaborator,1
property wrapper,1
destructor,7
get non-void-command,1
get set,1
wrapper,1
command,12
empty,1
predicate collaborator,1
factory wrapper stateless,1
wrapper stateless,1
predicate set collaborator,2
property,1
get,7
collaborator incidental,2
property non-void-command,1
predicate set,1
property collaborator,1
collaborator,1
Total,135
