Class Name,Class Stereotype,Method Name,Method Stereotype
"TempTests","boundary degenerate small-class","TimeTest1","wrapper stateless"
"TempTests","boundary degenerate small-class","TimeTest2","wrapper stateless"
"JsonTest","boundary degenerate small-class","ProcessJson","wrapper stateless"
"JsonTest","boundary degenerate small-class","ProcessYtJson","wrapper stateless"
"HttpSanityTests","degenerate","Setup","wrapper stateless"
"HttpSanityTests","degenerate","Start_WithMock_Success","controller stateless"
"HttpSanityTests","degenerate","Start_WithMock_PauseResume_Success","controller stateless"
"HttpSanityTests","degenerate","Start_WithMock_NonResumable_Success","controller stateless"
"HttpSanityTests","degenerate","Start_WithMock_NonResumableNoContentLength_Success","controller stateless"
"HttpSanityTests","degenerate","Start_OnDropout_Fails","controller stateless"
"HttpSanityTests","degenerate","Start_OnChunkRestoreFail_Success","controller stateless"
"HttpSanityTests","degenerate","Start_WithMockAndAttachment_Success","controller stateless"
"HttpSanityTests","degenerate","Start_WithMock_DualSource_Success","controller stateless"
"HttpSanityTests","degenerate","Start_WithMock_DualSource_PauseResume_Success","controller stateless"
"HttpSanityTests","degenerate","Start_WithMock_DualSource_NoContentLengthHeader_Success","controller stateless"
"HttpSanityTests","degenerate","ParseTimeSucess","wrapper stateless"
"HttpSanityTests","degenerate","FFmpegInPath","wrapper stateless"
"HlsSanityTests","boundary","Setup","wrapper stateless"
"HlsSanityTests","boundary","TearDown","wrapper"
"HlsSanityTests","boundary","ParseMediaSegmentsSuccess","controller stateless"
"HlsSanityTests","boundary","DownloadAsyncWithMockSuccess","non-void-command collaborator"
"GenericTests","pure-controller degenerate small-class","TestGenericOrderDictionary","controller stateless"
"DashSanityTest","degenerate","Setup","wrapper stateless"
"DashSanityTest","degenerate","ParseXsDurationSuccess","wrapper stateless"
"DashSanityTest","degenerate","ParseSuccess","controller stateless"
"WinformsWindow","data-provider data-class small-class","WinformsWindow","constructor"
"WinformsWindow","data-provider data-class small-class","get","get"
"FileExtensionToVectorImageConverter","boundary degenerate small-class","Convert","wrapper stateless"
"FileExtensionToVectorImageConverter","boundary degenerate small-class","ConvertBack","collaborator stateless"
"FileExtensionToColorConverter","boundary degenerate small-class","Convert","wrapper stateless"
"FileExtensionToColorConverter","boundary degenerate small-class","ConvertBack","collaborator stateless"
"SortAdorner","commander boundary small-class","SortAdorner","constructor"
"SortAdorner","commander boundary small-class","OnRender","command collaborator"
"FinishedDownloadEntryWrapper","unclassified","FinishedDownloadEntryWrapper","constructor"
"FinishedDownloadEntryWrapper","unclassified","UpdateStatusText","command"
"FinishedDownloadEntryWrapper","unclassified","OnPropertyChanged","wrapper"
"FinishedDownloadEntryWrapper","unclassified","get","get"
"FinishedDownloadEntryWrapper","unclassified","set","set"
"FinishedDownloadEntryWrapper","unclassified","get","get"
"FinishedDownloadEntryWrapper","unclassified","set","set"
"FinishedDownloadEntryWrapper","unclassified","get","get collaborator"
"FinishedDownloadEntryWrapper","unclassified","set","set collaborator"
"FloatingWidget","commander boundary small-class","FloatingWidget","constructor"
"FloatingWidget","commander boundary small-class","Window_MouseDown","command collaborator"
"VideoDownloaderPage4","boundary degenerate small-class","VideoDownloaderPage4","constructor"
"VideoDownloaderPage4","boundary degenerate small-class","Button_Click","wrapper stateless"
"VideoEntryViewModel","data-class small-class","get","get"
"VideoEntryViewModel","data-class small-class","set","set"
"VideoDownloaderPage1","commander boundary","VideoDownloaderPage1","constructor"
"VideoDownloaderPage1","commander boundary","InitPage","set collaborator"
"VideoDownloaderPage1","commander boundary","Button_Click","wrapper"
"VideoDownloaderPage1","commander boundary","ChkReadCookie_Checked","collaborator incidental"
"SettingsWindow","boundary","SettingsWindow","constructor"
"SettingsWindow","boundary","SettingsWindow","constructor"
"SettingsWindow","boundary","OnSourceInitialized","command collaborator"
"SettingsWindow","boundary","BtnOK_Click","controller"
"SettingsWindow","boundary","BtnCancel_Click","wrapper stateless"
"SettingsWindow","boundary","LbTitles_SelectionChanged","command collaborator"
"SettingsWindow","boundary","ShowPage","collaborator"
"FakeMediaProcessor","boundary degenerate small-class","MergeAudioVideStream","wrapper stateless"
"FakeMediaProcessor","boundary degenerate small-class","MergeHLSAudioVideStream","wrapper stateless"
"GeneralSettingsView","commander boundary","GeneralSettingsView","constructor"
"GeneralSettingsView","commander boundary","PopulateUI","command collaborator"
"GeneralSettingsView","commander boundary","UpdateConfig","unclassified"
"GeneralSettingsView","commander boundary","CatAdd_Click","controller"
"GeneralSettingsView","commander boundary","CatEdit_Click","set collaborator"
"GeneralSettingsView","commander boundary","CatDel_Click","command collaborator"
"GeneralSettingsView","commander boundary","CatDef_Click","command collaborator"
"GeneralSettingsView","commander boundary","BtnTempFolderBrowse_Click","wrapper stateless"
"GeneralSettingsView","commander boundary","BtnDownloadFolderBrowse_Click","wrapper stateless"
"CategoryEditWindow","commander boundary lazy-class","CategoryEditWindow","constructor"
"CategoryEditWindow","commander boundary lazy-class","OnSourceInitialized","command collaborator"
"CategoryEditWindow","commander boundary lazy-class","SetCategory","controller stateless"
"CategoryEditWindow","commander boundary lazy-class","Browse_Click","wrapper stateless"
"CategoryEditWindow","commander boundary lazy-class","BtnOk_Click","set collaborator"
"CategoryEditWindow","commander boundary lazy-class","BtnCancel_Click","set collaborator"
"YDLVideoFormatEntry","entity boundary small-class","ToString","property non-void-command collaborator"
"HlsMediaSegment","empty","HlsMediaSegment","constructor"
"LinkRefresher","boundary","LinkAccepted","predicate non-void-command collaborator"
"LinkRefresher","boundary","LinkAccepted","predicate non-void-command collaborator"
"LinkRefresher","boundary","LinkAccepted","predicate non-void-command collaborator"
"LinkRefresher","boundary","IsMatchingSingleSourceLink","predicate controller"
"LinkRefresher","boundary","IsMatchingSingleSourceLink","predicate collaborator"
"LinkRefresher","boundary","HandleSingleSourceLinkRefresh","set collaborator"
"LinkRefresher","boundary","HandleSingleSourceLinkRefresh","set collaborator"
"LinkRefresher","boundary","IsMatchingDualSourceLink","predicate collaborator"
"LinkRefresher","boundary","HandleDualSourceLinkRefresh","set collaborator"
"LinkRefresher","boundary","ClearRefreshRecivedEvents","wrapper stateless"
"LinkRefresher","boundary","AddToWatchList","set collaborator"
"LinkRefresher","boundary","ClearWatchList","set"
"AppDB","entity data-provider boundary","AppDB","constructor"
"AppDB","entity data-provider boundary","Init","predicate non-void-command"
"AppDB","entity data-provider boundary","Export","predicate wrapper"
"AppDB","entity data-provider boundary","Import","predicate wrapper"
"IpcClient","unclassified","Connect","command"
"IpcClient","unclassified","Send","wrapper"
"IpcClient","unclassified","Receive","property wrapper"
"IpcClient","unclassified","Close","command"
"ClipboardMonitor","commander boundary","ClipboardMonitor","constructor"
"ClipboardMonitor","commander boundary","ApplicationContext_ApplicationEvent","command collaborator"
"ClipboardMonitor","commander boundary","Start","set collaborator"
"ClipboardMonitor","commander boundary","Stop","set collaborator"
"ClipboardMonitor","commander boundary","Cm_ClipboardChanged","set collaborator"
"TextRedirectException","empty","TextRedirectException","constructor"
"LanguageSettingsWindow","commander boundary","LanguageSettingsWindow","constructor"
"LanguageSettingsWindow","commander boundary","OnSourceInitialized","command collaborator"
"LanguageSettingsWindow","commander boundary","BtnOk_Click","set collaborator"
"LanguageSettingsWindow","commander boundary","BtnCancel_Click","set collaborator"
"FFmpegMediaProcessor","entity boundary","MergeAudioVideStream","property non-void-command collaborator"
"FFmpegMediaProcessor","entity boundary","MergeHLSAudioVideStream","property non-void-command collaborator"
"FFmpegMediaProcessor","entity boundary","ConvertToMp3Audio","property non-void-command collaborator"
"FFmpegMediaProcessor","entity boundary","CreateHLSMergeArgs","collaborator incidental"
"FFmpegMediaProcessor","entity boundary","CreateMP3MergeArgs","collaborator incidental"
"FFmpegMediaProcessor","entity boundary","ProcessMedia","property non-void-command collaborator"
"MessageLoop","small-class","MessageLoop","constructor"
"MessageLoop","small-class","Start","controller stateless"
"MessageLoop","small-class","WndProc","property non-void-command"
"RequestContext","commander boundary small-class","RequestContext","constructor"
"RequestContext","commander boundary small-class","SendResponse","command collaborator"
"RequestContext","commander boundary small-class","AddResponseHeader","set collaborator"
"GenericEventArgs<T,K,V>","empty","GenericEventArgs","constructor"
"SkinResourceDictionary","boundary","UpdateSource","collaborator incidental"
"SkinResourceDictionary","boundary","get","get collaborator"
"SkinResourceDictionary","boundary","set","set collaborator"
"SkinResourceDictionary","boundary","get","get collaborator"
"SkinResourceDictionary","boundary","set","set collaborator"
"CategoryEditDialog","commander boundary","CategoryEditDialog","constructor"
"CategoryEditDialog","commander boundary","Browse_Clicked","set collaborator"
"CategoryEditDialog","commander boundary","SetCategory","command collaborator"
"CategoryEditDialog","commander boundary","BtnOk_Clicked","command collaborator"
"CategoryEditDialog","commander boundary","BtnCancel_Clicked","set collaborator"
