Unique Method Stereotype,Method Count
property factory wrapper,2
predicate set collaborator,3
property set collaborator,1
property,1
property set factory collaborator,2
property factory collaborator,3
predicate non-void-command,4
factory collaborator incidental,3
get set factory,1
factory collaborator stateless,2
factory wrapper stateless,2
predicate collaborator,5
get non-void-command,1
void-accessor set collaborator,3
void-accessor command,3
void-accessor controller,1
command collaborator,296
get collaborator,12
get property non-void-command collaborator,1
collaborator incidental,31
get,13
command,176
constructor,174
set,43
wrapper,115
controller stateless,54
collaborator stateless,6
void-accessor collaborator,1
void-accessor command collaborator,38
void-accessor wrapper,9
wrapper stateless,186
collaborator,6
non-void-command,14
incidental,21
controller,11
predicate non-void-command collaborator,14
get non-void-command collaborator,2
property wrapper,22
predicate controller,1
non-void-command factory collaborator,8
property controller,1
set collaborator,78
property non-void-command collaborator,47
non-void-command collaborator,11
predicate wrapper,5
factory controller stateless,3
unclassified,8
get property non-void-command factory collaborator,2
predicate set,6
property non-void-command,5
property collaborator,16
property non-void-command factory collaborator,14
empty,11
factory controller,6
Total,1504
