Unique Method Stereotype,Method Count
predicate set collaborator,1
predicate collaborator,7
void-accessor set,4
get predicate collaborator,5
factory collaborator stateless,26
get property non-void-command collaborator,9
get,160
collaborator incidental,84
property non-void-command factory collaborator,75
property non-void-command,232
void-accessor controller,1
get set factory collaborator,1
property factory controller,14
get collaborator,102
set collaborator,58
property non-void-command collaborator,324
property controller,59
constructor,491
property set,2
set,55
void-accessor collaborator,1
copy-constructor,47
incidental,140
controller,21
property factory,14
predicate non-void-command,26
get property non-void-command factory,1
predicate controller,1
factory,1
property wrapper,40
get non-void-command collaborator,8
get property controller,3
factory controller,17
empty,41
non-void-command factory collaborator,46
controller stateless,353
get set collaborator,1
wrapper stateless,221
non-void-command factory,1
get set,3
predicate non-void-command collaborator,62
wrapper,46
get property,6
property set collaborator,4
property collaborator,7
stateless,7
void-accessor command collaborator,55
property factory collaborator,19
get property non-void-command,9
get property collaborator,2
void-accessor set collaborator,3
get property wrapper,2
factory controller stateless,12
void-accessor command,5
command collaborator,348
property,21
get predicate non-void-command collaborator,1
factory wrapper,1
property non-void-command factory,1
collaborator stateless,20
collaborator,2
predicate,21
command,293
property factory wrapper,1
factory wrapper stateless,2
get property non-void-command factory collaborator,1
get non-void-command,7
non-void-command collaborator,5
predicate wrapper,5
Total,3664
