Unique Class Stereotype,Class Count
controller,2
entity factory controller,1
commander boundary data-class,1
controller degenerate,1
pure-controller,1
controller lazy-class degenerate,1
commander boundary degenerate,1
boundary controller degenerate,1
factory controller small-class,7
data-provider boundary data-class small-class,5
degenerate small-class,3
boundary degenerate,10
data-provider lazy-class small-class,2
entity,4
data-provider,13
commander boundary lazy-class degenerate,1
data-provider data-class small-class,15
pure-controller degenerate,12
pure-controller small-class,1
degenerate,16
boundary,36
commander boundary small-class,5
data-provider boundary,8
data-class small-class,1
entity boundary,21
controller small-class,12
unclassified,47
small-class,13
entity boundary small-class,7
data-provider lazy-class degenerate,10
empty,196
commander,14
data-provider boundary small-class,5
factory degenerate small-class,10
commander boundary,18
entity data-provider boundary,3
entity minimal-entity boundary,2
data-provider small-class,6
data-provider lazy-class,3
factory small-class,1
data-provider data-class,3
entity factory controller small-class,2
entity boundary degenerate,1
commander small-class,2
commander boundary data-class small-class,3
factory pure-controller small-class,2
pure-controller degenerate small-class,5
entity commander boundary,5
boundary degenerate small-class,6
Total,545
