Unique Method Stereotype,Method Count
factory wrapper,1
get factory collaborator,1
get set,1
property non-void-command factory collaborator,13
property non-void-command,22
predicate set,2
predicate wrapper,14
get property non-void-command collaborator,7
collaborator incidental,29
get,3
property non-void-command collaborator,94
property controller,12
property wrapper,103
get non-void-command collaborator,11
controller,76
incidental,9
get wrapper,8
get set collaborator,6
wrapper stateless,803
predicate non-void-command,41
void-accessor wrapper,2
collaborator stateless,9
set factory collaborator,1
property collaborator,14
stateless,4
property set collaborator,4
predicate non-void-command collaborator,34
wrapper,58
set,30
get property collaborator,3
constructor,11737
empty,10
factory controller,3
property factory wrapper,9
command,95
factory wrapper stateless,14
predicate controller,7
controller stateless,454
non-void-command factory collaborator,41
void-accessor command collaborator,2682
copy-constructor,84
void-accessor collaborator,1
predicate collaborator,3
void-accessor,1
get collaborator,98
set collaborator,111
non-void-command,3
void-accessor controller,3
property factory controller,6
get set factory collaborator,5
non-void-command collaborator,9
get non-void-command,3
get property wrapper,3
predicate set collaborator,2
factory collaborator stateless,1
unclassified,5
predicate,6
factory collaborator incidental,343
command collaborator,2073
property,6
factory controller stateless,8
get property,1
Total,19242
