Method Stereotype,Stereotype Count
get,150
predicate,109
property,297
void-accessor,2689
set,162
command,4850
non-void-command,278
collaborator,5595
controller,569
wrapper,1015
constructor,11737
copy-constructor,84
destructor,0
factory,446
incidental,381
stateless,1293
empty,10
unclassified,5
Total,29670
