Unique Method Stereotype,Method Count
predicate set collaborator,1
predicate controller,1
void-accessor command,2
get set collaborator,2
non-void-command collaborator,1
predicate wrapper,2
collaborator,1
unclassified,2
predicate collaborator,5
get property,4
void-accessor wrapper,1
wrapper stateless,20
controller stateless,33
destructor,10
void-accessor set collaborator,3
get non-void-command,16
property set collaborator,7
wrapper,6
get set,5
get collaborator,48
collaborator incidental,4
get property non-void-command collaborator,3
get,69
empty,5
command,64
predicate,21
void-accessor controller,4
command collaborator,43
constructor,154
property set,2
get property collaborator,1
set,25
property,20
predicate non-void-command,12
void-accessor command collaborator,35
predicate set,3
property non-void-command,13
property collaborator,48
get non-void-command collaborator,5
property wrapper,44
predicate non-void-command collaborator,15
copy-constructor,56
incidental,5
controller,6
property controller,58
property non-void-command collaborator,33
set collaborator,11
Total,929
