Unique Class Stereotype,Class Count
boundary data-class small-class,1
degenerate,1
commander boundary small-class,2
entity data-provider boundary,2
commander,4
data-provider boundary small-class,4
boundary,13
data-provider small-class,2
commander small-class,1
controller,1
commander boundary,3
data-provider data-class small-class,3
data-provider,11
entity boundary,2
pure-controller degenerate small-class,2
entity commander boundary,1
boundary degenerate small-class,3
data-provider boundary degenerate,1
data-provider data-class,10
empty,78
unclassified,12
entity boundary small-class,2
small-class,2
entity data-provider boundary data-class,1
data-provider boundary data-class small-class,1
boundary small-class,2
data-provider boundary,8
Total,173
