Unique Method Stereotype,Method Count
factory stateless,1
factory wrapper,1
void-accessor set,3
get property non-void-command factory collaborator,2
get property set,4
get predicate non-void-command collaborator,5
get predicate collaborator,2
factory collaborator incidental,1
get property factory controller,1
property set factory collaborator,3
property factory,28
property factory collaborator,59
factory controller,3
get property controller,7
get property,2
get non-void-command collaborator,71
get property set collaborator,9
predicate wrapper,202
get,388
collaborator incidental,1400
get property non-void-command collaborator,48
stateless,4
property collaborator,779
property non-void-command,665
predicate set,62
property non-void-command factory collaborator,45
incidental,754
factory collaborator,4
controller,311
predicate controller,106
property non-void-command collaborator,2233
property controller,255
set,616
void-accessor set collaborator,52
get property non-void-command,33
get property collaborator,26
constructor,2697
get controller,1
get collaborator,820
non-void-command factory collaborator,17
controller stateless,611
property wrapper,493
void-accessor,4
predicate collaborator,195
get predicate,3
factory wrapper stateless,160
destructor,1123
property set collaborator,276
predicate non-void-command collaborator,1017
wrapper,590
get predicate non-void-command,3
get set,21
unclassified,84
empty,203
wrapper stateless,1043
set collaborator,751
non-void-command,201
void-accessor command collaborator,897
copy-constructor,156
void-accessor collaborator,64
void-accessor wrapper,64
predicate non-void-command,261
property command collaborator,17
factory controller stateless,35
void-accessor command,28
command collaborator,3883
property,245
predicate,434
get predicate wrapper,3
get wrapper,88
set factory collaborator,1
collaborator,123
property non-void-command factory,1
predicate set collaborator,144
non-void-command collaborator,870
get non-void-command,66
get property wrapper,15
factory collaborator stateless,70
void-accessor controller,19
property factory controller,6
get set collaborator,33
command,1413
property factory wrapper,11
get non-void-command factory collaborator,2
property set,122
Total,27569
