Class Stereotype,Stereotype Count
entity,529
minimal-entity,14
data-provider,262
commander,427
boundary,1330
factory,197
controller,39
pure-controller,94
large-class,0
lazy-class,60
degenerate,514
data-class,101
small-class,825
empty,3135
unclassified,283
Total,7810
