Unique Method Stereotype,Method Count
empty,1
collaborator,1
factory stateless,1
property set,1
get property,1
factory controller stateless,1
unclassified,5
get collaborator,5
property,7
predicate set collaborator,8
predicate wrapper,8
predicate non-void-command,65
wrapper stateless,43
command collaborator,45
property wrapper,3
get non-void-command collaborator,1
destructor,55
factory wrapper stateless,1
predicate collaborator,9
wrapper,5
get set,2
get non-void-command,4
controller stateless,86
set collaborator,4
property non-void-command collaborator,43
property controller,8
command,24
constructor,274
set,18
controller,46
copy-constructor,11
incidental,42
predicate non-void-command collaborator,43
get property non-void-command collaborator,1
get,31
collaborator incidental,14
non-void-command factory collaborator,1
predicate controller,22
property collaborator,6
property non-void-command,39
predicate set,24
predicate,15
void-accessor controller,1
void-accessor command collaborator,3
Total,1028
