Unique Class Stereotype,Class Count
commander boundary degenerate,1
entity boundary,3
data-provider data-class small-class,2
data-provider,3
data-provider data-class,1
commander small-class,3
degenerate,5
pure-controller degenerate,2
boundary,5
data-provider boundary data-class small-class,1
data-provider boundary,1
boundary small-class,3
controller small-class,3
lazy-class degenerate,1
empty,35
unclassified,33
pure-controller small-class,31
commander boundary small-class,10
data-provider boundary small-class,3
degenerate small-class,8
pure-controller degenerate small-class,26
entity commander boundary,1
boundary degenerate small-class,10
small-class,57
entity boundary small-class,15
controller degenerate,2
commander boundary,4
boundary degenerate,1
Total,270
