Unique Class Stereotype,Class Count
entity data-provider boundary,1
controller,2
entity boundary small-class,6
small-class,6
lazy-class,1
commander boundary small-class,16
boundary degenerate,3
commander boundary,6
entity commander boundary,11
boundary degenerate small-class,4
commander boundary degenerate,1
pure-controller small-class,2
boundary,21
degenerate,7
data-class small-class,2
entity boundary,14
data-provider boundary small-class,3
entity small-class,1
empty,120
commander,5
data-provider boundary data-class small-class,2
unclassified,25
controller small-class,3
data-provider boundary,1
lazy-class degenerate,1
boundary small-class,3
data-provider data-class,1
commander small-class,2
data-class,3
factory controller lazy-class,1
boundary data-class small-class,1
Total,275
