Unique Method Stereotype,Method Count
collaborator stateless,2
get set factory collaborator,3
get wrapper,1
factory wrapper,1
void-accessor command collaborator,1
predicate set collaborator,3
property,6
property factory wrapper,2
factory wrapper stateless,2
collaborator,1
get non-void-command factory collaborator,1
unclassified,1
get property non-void-command factory collaborator,4
factory controller,1
empty,16
factory collaborator stateless,4
get collaborator,31
controller stateless,28
copy-constructor,6
incidental,36
predicate non-void-command collaborator,55
controller,20
command collaborator,180
property wrapper,76
get non-void-command collaborator,6
predicate non-void-command,29
predicate controller,2
non-void-command factory collaborator,17
predicate wrapper,6
get set collaborator,6
factory controller stateless,8
command,102
constructor,107
set,32
property collaborator,6
predicate set,4
property non-void-command,102
property non-void-command factory collaborator,19
property controller,24
property non-void-command collaborator,156
set collaborator,22
wrapper stateless,36
predicate,11
get property non-void-command collaborator,14
collaborator incidental,28
get,58
get non-void-command,3
get set,8
wrapper,15
stateless,2
property set collaborator,6
property factory collaborator,5
Total,1315
