Unique Class Stereotype,Class Count
controller degenerate,1
lazy-class degenerate,1
commander degenerate,1
data-provider boundary data-class,2
data-provider boundary lazy-class,2
entity factory controller small-class,1
data-class,2
data-provider small-class,3
data-provider lazy-class small-class,1
entity,3
boundary data-class,1
minimal-entity boundary,2
entity factory controller,1
entity boundary,43
unclassified,65
data-provider boundary small-class,6
data-provider boundary,15
data-provider boundary data-class small-class,15
entity boundary degenerate,3
commander small-class,12
commander boundary,10
boundary degenerate,5
factory pure-controller degenerate small-class,3
controller,2
entity commander boundary,3
pure-controller degenerate small-class,11
boundary degenerate small-class,9
pure-controller small-class,1
boundary,59
degenerate,9
boundary small-class,4
data-provider data-class,15
entity boundary small-class,6
small-class,24
factory controller,4
empty,158
commander,17
entity small-class,2
data-provider,37
commander lazy-class,1
data-provider data-class small-class,15
factory controller lazy-class small-class,1
factory controller small-class,6
factory degenerate small-class,1
degenerate small-class,10
data-provider lazy-class degenerate,1
boundary data-class small-class,2
commander boundary small-class,18
entity data-provider boundary,7
Total,621
