Method Stereotype,Stereotype Count
get,926
predicate,151
property,798
void-accessor,0
set,111
command,707
non-void-command,764
collaborator,1412
controller,121
wrapper,188
constructor,709
copy-constructor,8
destructor,0
factory,207
incidental,103
stateless,167
empty,49
unclassified,12
Total,6433
