Unique Method Stereotype,Method Count
predicate set collaborator,1
void-accessor controller,1
get set collaborator,1
get wrapper,1
predicate non-void-command,2
factory wrapper,1
get property set collaborator,2
void-accessor command collaborator,6
predicate,5
non-void-command factory collaborator,6
predicate controller,1
unclassified,2
property factory wrapper,3
property factory controller,8
property,6
property factory collaborator,7
get collaborator,20
controller stateless,43
property set factory collaborator,2
wrapper stateless,21
collaborator stateless,10
property collaborator,4
property non-void-command,8
property non-void-command factory collaborator,23
command,28
factory controller,5
empty,11
constructor,168
set,16
non-void-command collaborator,69
factory controller stateless,8
stateless,9
property set collaborator,7
factory collaborator stateless,20
wrapper,6
get non-void-command collaborator,9
property wrapper,9
controller,24
incidental,7
copy-constructor,3
predicate non-void-command collaborator,14
command collaborator,49
get,3
collaborator incidental,17
property controller,6
property non-void-command collaborator,125
set collaborator,17
Total,814
