Unique Class Stereotype,Class Count
lazy-class degenerate,1
data-provider boundary data-class small-class,1
entity factory controller small-class,3
minimal-entity boundary,2
entity,2
data-provider small-class,1
boundary degenerate,1
commander boundary,7
factory degenerate small-class,6
data-provider boundary lazy-class small-class,1
factory controller small-class,8
pure-controller degenerate,2
entity factory controller,1
entity boundary small-class,15
small-class,8
commander boundary small-class,7
boundary,15
pure-controller small-class,3
degenerate,4
entity boundary,12
data-class small-class,1
degenerate small-class,7
entity commander boundary,1
factory pure-controller small-class,2
pure-controller degenerate small-class,11
factory controller,1
entity small-class,1
empty,120
commander,2
factory controller data-class small-class,1
data-provider boundary small-class,3
boundary degenerate small-class,9
controller,2
factory pure-controller degenerate small-class,2
entity minimal-entity boundary,2
commander boundary data-class small-class,2
boundary data-class small-class,3
unclassified,9
controller small-class,2
boundary small-class,4
commander data-class small-class,1
data-provider data-class small-class,1
Total,287
