Unique Method Stereotype,Method Count
get property non-void-command collaborator,1
predicate set,7
get property,3
set collaborator,82
property controller,55
property non-void-command collaborator,557
get,318
collaborator incidental,173
get set factory collaborator,1
void-accessor controller,11
predicate,196
predicate controller,23
controller stateless,211
non-void-command factory collaborator,11
empty,43
command,396
command collaborator,334
property,386
property collaborator,475
property non-void-command,342
property non-void-command factory collaborator,11
void-accessor command collaborator,323
incidental,96
void-accessor collaborator,43
copy-constructor,110
controller,34
set,178
constructor,1160
wrapper stateless,311
void-accessor command,165
property wrapper,508
get non-void-command collaborator,59
property set collaborator,70
get property wrapper,4
destructor,305
predicate non-void-command collaborator,131
wrapper,132
get set,265
predicate wrapper,77
get non-void-command,70
non-void-command collaborator,3
predicate set collaborator,12
void-accessor wrapper,36
predicate non-void-command,55
void-accessor,10
predicate collaborator,94
factory wrapper stateless,13
unclassified,37
property command collaborator,3
get set collaborator,243
get collaborator,398
get controller,52
get wrapper,109
property set,16
get predicate collaborator,1
collaborator,24
void-accessor set,5
get property set,1
property set factory collaborator,1
property factory collaborator,6
get property collaborator,16
void-accessor set collaborator,23
get property non-void-command,3
Total,8838
