Unique Class Stereotype,Class Count
boundary data-class,1
minimal-entity boundary,1
entity,1
commander lazy-class small-class,1
lazy-class,1
data-class,3
data-provider boundary lazy-class,1
boundary data-class small-class,3
data-provider boundary lazy-class degenerate,2
data-provider boundary data-class,3
data-provider boundary data-class small-class,4
data-class small-class,4
entity boundary,72
data-provider boundary,47
controller small-class,6
unclassified,78
small-class,26
entity boundary small-class,25
commander boundary small-class,12
data-provider boundary small-class,26
entity small-class,1
empty,3380
commander,24
boundary degenerate,20
entity minimal-entity commander boundary,1
commander boundary,15
controller,1
pure-controller degenerate small-class,11
entity commander boundary,14
boundary degenerate small-class,31
data-provider,41
data-provider data-class small-class,4
entity data-provider boundary,23
data-provider small-class,29
degenerate,8
boundary,55
data-provider boundary degenerate,6
commander data-class small-class,8
boundary small-class,7
data-provider data-class,4
commander boundary data-class small-class,1
entity boundary degenerate,5
commander small-class,13
degenerate small-class,5
entity minimal-entity boundary,2
Total,4026
