Unique Class Stereotype,Class Count
controller,1
controller degenerate,1
data-provider boundary lazy-class small-class,1
data-provider small-class,1
data-provider boundary data-class small-class,1
pure-controller degenerate small-class,1
entity commander boundary,5
commander boundary degenerate,1
entity minimal-entity boundary,1
data-provider boundary lazy-class degenerate,1
lazy-class degenerate,1
unclassified,18
factory controller data-class,1
data-provider boundary data-class,2
boundary degenerate,3
commander boundary,39
entity boundary,19
data-provider boundary degenerate,1
boundary degenerate small-class,23
data-provider boundary,12
data-provider lazy-class,1
commander data-class small-class,1
data-provider data-class,2
boundary small-class,27
degenerate,2
boundary,18
data-provider boundary small-class,9
empty,176
commander,7
commander boundary data-class small-class,1
commander small-class,15
entity boundary small-class,7
small-class,6
entity data-provider boundary,2
commander boundary lazy-class degenerate,1
data-provider data-class small-class,2
data-provider,4
degenerate small-class,4
commander degenerate,2
commander boundary small-class,6
data-class,1
Total,427
