Unique Method Stereotype,Method Count
void-accessor command collaborator,1
get property non-void-command,1
non-void-command collaborator,1
predicate wrapper,1
property factory controller,4
controller stateless,54
factory collaborator stateless,5
wrapper,7
get collaborator,164
predicate non-void-command,36
factory controller stateless,5
command collaborator,274
property wrapper,1
get non-void-command collaborator,3
property non-void-command,78
property non-void-command factory collaborator,11
command,275
empty,3
constructor,208
property set,2
set,17
get set factory collaborator,9
property controller,3
property non-void-command collaborator,140
set collaborator,16
wrapper stateless,46
property,1
get property non-void-command collaborator,1
collaborator incidental,4
get,22
get property set factory collaborator,1
property factory collaborator,21
non-void-command factory collaborator,14
predicate controller,1
copy-constructor,1
controller,8
incidental,11
predicate non-void-command collaborator,4
Total,1454
