Unique Class Stereotype,Class Count
entity data-provider boundary,1
minimal-entity boundary,1
pure-controller small-class,4
commander boundary small-class,14
entity commander boundary,3
entity small-class,1
entity minimal-entity boundary,3
controller,2
commander boundary,11
commander small-class,16
minimal-entity commander boundary,1
boundary,19
commander,23
small-class,9
empty,30
unclassified,15
entity boundary,22
data-provider boundary data-class,1
factory degenerate small-class,3
controller small-class,1
data-provider boundary data-class small-class,3
commander boundary data-class small-class,1
entity minimal-entity commander boundary,2
pure-controller degenerate small-class,23
Total,209
