Unique Method Stereotype,Method Count
void-accessor command,2
get property set collaborator,1
get property wrapper,1
get non-void-command,8
get set collaborator,3
factory controller stateless,10
get set factory collaborator,3
factory wrapper stateless,3
wrapper,9
get set,8
get non-void-command collaborator,11
property wrapper,7
command,423
factory controller,2
empty,17
constructor,366
set,45
predicate wrapper,3
predicate controller,2
non-void-command factory collaborator,9
predicate non-void-command,4
controller stateless,35
command collaborator,170
property set collaborator,2
factory collaborator stateless,9
property non-void-command factory collaborator,14
property non-void-command,41
property collaborator,2
void-accessor command collaborator,7
predicate non-void-command collaborator,7
copy-constructor,2
controller,12
incidental,29
get collaborator,16
predicate,1
get,63
collaborator incidental,30
wrapper stateless,32
property non-void-command collaborator,105
property controller,17
set collaborator,34
get property non-void-command factory collaborator,1
property factory controller,4
Total,1570
