Unique Class Stereotype,Class Count
factory small-class,1
commander small-class,1
minimal-entity boundary,1
commander boundary data-class small-class,2
commander degenerate,3
commander boundary small-class,5
commander boundary degenerate,3
degenerate,4
commander data-class small-class,2
entity boundary small-class,3
pure-controller degenerate small-class,2
entity boundary,7
boundary degenerate small-class,27
entity commander boundary,5
degenerate small-class,12
factory controller small-class,5
data-provider boundary data-class small-class,1
boundary small-class,7
empty,210
unclassified,2
pure-controller degenerate,2
boundary,7
data-provider boundary small-class,1
commander,6
factory controller data-class small-class,3
pure-controller small-class,2
boundary degenerate,3
commander boundary,17
Total,344
