Unique Class Stereotype,Class Count
controller degenerate,1
commander boundary lazy-class,1
degenerate,7
data-provider small-class,3
entity boundary small-class,2
small-class,4
pure-controller degenerate small-class,6
entity boundary,8
entity data-provider boundary,7
boundary degenerate small-class,6
entity commander boundary,4
empty,55
unclassified,35
data-provider degenerate,1
commander small-class,4
controller small-class,1
boundary small-class,1
data-provider boundary,9
data-provider boundary small-class,4
commander,5
pure-controller degenerate,2
boundary,14
entity data-provider boundary degenerate,1
commander boundary small-class,7
data-provider data-class small-class,7
data-provider,12
degenerate small-class,6
commander boundary,9
boundary degenerate,5
Total,227
