Unique Method Stereotype,Method Count
get property,1
void-accessor controller,1
factory controller stateless,1
factory wrapper,1
get set collaborator,4
get non-void-command factory collaborator,1
factory collaborator stateless,2
get predicate non-void-command collaborator,1
property factory controller,1
unclassified,1
collaborator,9
get wrapper,3
collaborator stateless,2
void-accessor collaborator,1
void-accessor command collaborator,1
non-void-command factory collaborator,4
predicate controller,17
property factory collaborator,10
property factory wrapper,3
predicate set collaborator,9
get non-void-command collaborator,19
property wrapper,26
get property collaborator,24
set,79
get collaborator,229
destructor,178
property set collaborator,7
predicate collaborator,45
get set,11
wrapper,33
predicate wrapper,6
non-void-command collaborator,3
controller stateless,268
predicate,107
predicate non-void-command,67
set collaborator,160
property controller,50
property non-void-command collaborator,205
void-accessor set collaborator,1
get non-void-command,7
get property wrapper,3
empty,30
command,389
command collaborator,773
get property controller,5
constructor,424
wrapper stateless,210
property non-void-command factory collaborator,2
predicate set,13
property collaborator,358
property non-void-command,8
property,26
incidental,88
predicate non-void-command collaborator,142
copy-constructor,9
controller,31
collaborator incidental,184
get property non-void-command collaborator,6
get,58
Total,4357
