Class Stereotype,Stereotype Count
entity,82
minimal-entity,6
data-provider,48
commander,254
boundary,313
factory,20
controller,13
pure-controller,98
large-class,0
lazy-class,11
degenerate,224
data-class,39
small-class,342
empty,98
unclassified,67
Total,1615
