Unique Class Stereotype,Class Count
controller degenerate,1
data-provider small-class,1
lazy-class degenerate,1
factory controller small-class,1
entity degenerate,1
entity minimal-entity boundary,2
data-provider boundary data-class,2
boundary controller,1
entity minimal-entity data-provider boundary,1
pure-controller,2
data-provider lazy-class,3
entity factory controller small-class,3
data-provider boundary small-class,4
factory degenerate,1
boundary small-class,4
data-provider data-class,1
data-provider,9
data-class,7
boundary data-class,1
minimal-entity boundary,2
controller,1
factory pure-controller degenerate small-class,4
entity boundary small-class,34
small-class,34
boundary data-class small-class,6
data-provider lazy-class small-class,1
entity,1
commander data-class,1
commander small-class,43
pure-controller degenerate,15
commander boundary,62
boundary degenerate,22
entity small-class,2
commander,89
empty,94
data-provider data-class small-class,7
boundary lazy-class,1
degenerate small-class,17
data-provider boundary,9
data-provider boundary data-class small-class,9
unclassified,67
controller small-class,6
commander boundary small-class,38
lazy-class,3
commander degenerate,1
boundary degenerate small-class,33
pure-controller degenerate small-class,72
entity commander boundary,14
data-class small-class,5
entity boundary,24
factory degenerate small-class,11
commander boundary degenerate,5
boundary,36
degenerate,40
pure-controller small-class,5
lazy-class small-class,1
commander boundary lazy-class,1
Total,862
