Unique Method Stereotype,Method Count
non-void-command,1
void-accessor controller,1
property factory wrapper,2
property factory controller,3
get set factory collaborator,2
predicate wrapper,11
get non-void-command,4
predicate non-void-command,20
property factory collaborator,11
void-accessor command,4
factory collaborator incidental,8
factory controller stateless,16
property,14
void-accessor command collaborator,3
non-void-command factory collaborator,26
predicate controller,15
get set,7
wrapper,48
factory collaborator stateless,30
property controller,12
set collaborator,171
property non-void-command collaborator,224
command collaborator,629
property wrapper,56
get non-void-command collaborator,20
get collaborator,213
set,280
constructor,396
wrapper stateless,336
controller stateless,493
command,768
factory controller,6
empty,42
predicate,10
predicate set,1
property collaborator,2
property non-void-command,49
property non-void-command factory collaborator,39
property set collaborator,1
stateless,5
get set collaborator,26
collaborator stateless,5
predicate non-void-command collaborator,22
incidental,40
copy-constructor,4
controller,81
predicate collaborator,2
factory wrapper stateless,4
get property non-void-command collaborator,1
get command collaborator,4
get,335
collaborator incidental,51
Total,4554
