Unique Method Stereotype,Method Count
factory stateless,1
get property set,1
set factory collaborator,1
factory wrapper,2
get property,2
get non-void-command factory collaborator,1
get property factory,1
get property factory wrapper,2
predicate set collaborator,2
get property set collaborator,1
factory collaborator incidental,4
void-accessor set,1
get property non-void-command factory collaborator,3
predicate,28
predicate controller,12
property factory collaborator,23
property non-void-command factory,2
collaborator stateless,148
factory wrapper stateless,13
void-accessor,1
predicate collaborator,4
get controller,6
get collaborator,286
incidental,144
copy-constructor,9
set collaborator,158
property non-void-command collaborator,572
property controller,64
get command,2
wrapper stateless,438
property non-void-command factory collaborator,133
property non-void-command,215
predicate set,3
set,145
constructor,720
property wrapper,89
get non-void-command collaborator,53
get,171
get command collaborator,18
collaborator incidental,44
get property non-void-command collaborator,6
get factory collaborator,1
get set,55
predicate non-void-command collaborator,52
wrapper,183
factory collaborator stateless,46
non-void-command factory collaborator,46
controller stateless,497
factory controller stateless,16
void-accessor command,31
void-accessor command collaborator,20
property collaborator,13
stateless,56
property set collaborator,17
void-accessor wrapper,1
predicate non-void-command,76
property factory,2
controller,420
factory collaborator,1
unclassified,2
command collaborator,2923
property,39
empty,206
get property controller,1
factory controller,4
get property collaborator,1
void-accessor set collaborator,1
get property wrapper,2
get non-void-command,28
get set collaborator,75
command,1623
property factory wrapper,18
get wrapper,6
property set,4
predicate wrapper,11
get predicate controller,2
void-accessor controller,2
property factory controller,12
get set factory collaborator,2
get predicate collaborator,1
property set factory collaborator,1
Total,10026
