Unique Method Stereotype,Method Count
property,1
property factory collaborator,1
collaborator incidental,1
set collaborator,23
stateless,2
wrapper stateless,7
property non-void-command,4
factory wrapper stateless,1
empty,5
command,77
command collaborator,62
property controller,1
controller stateless,5
controller,3
wrapper,19
factory collaborator stateless,1
incidental,11
get collaborator,25
get,33
property set,1
constructor,51
set,34
predicate non-void-command collaborator,3
property wrapper,13
non-void-command factory collaborator,10
property non-void-command collaborator,6
Total,400
