Unique Class Stereotype,Class Count
data-provider boundary small-class,2
small-class,8
pure-controller degenerate small-class,13
boundary small-class,1
entity boundary lazy-class,1
commander boundary,1
boundary degenerate,2
data-provider,15
data-provider boundary,15
unclassified,63
controller small-class,1
entity boundary small-class,4
entity boundary lazy-class degenerate,1
data-provider boundary data-class small-class,2
degenerate,25
boundary,35
controller lazy-class degenerate,1
pure-controller degenerate,4
lazy-class,2
data-class small-class,1
entity boundary,25
boundary degenerate small-class,11
data-provider small-class,5
empty,85
commander,6
entity data-provider boundary,7
minimal-entity data-provider boundary,1
commander small-class,5
degenerate small-class,4
controller degenerate,1
entity minimal-entity boundary,1
Total,348
