Unique Method Stereotype,Method Count
get predicate controller,2
property set,1
void-accessor controller,1
unclassified,7
predicate controller,10
void-accessor command collaborator,4
void-accessor collaborator,6
void-accessor,2
get set collaborator,12
empty,16
void-accessor command,3
property set collaborator,17
predicate set collaborator,14
get property non-void-command,2
wrapper,11
get predicate collaborator,3
destructor,16
get wrapper,31
get controller,13
non-void-command collaborator,1
predicate wrapper,15
get non-void-command,5
get property wrapper,5
predicate non-void-command,93
get property controller,2
constructor,268
get collaborator,173
set,104
get property collaborator,5
get property non-void-command collaborator,6
get,140
collaborator incidental,57
get property,5
controller stateless,199
property non-void-command collaborator,218
set collaborator,67
property controller,19
command,202
predicate,75
command collaborator,144
incidental,61
copy-constructor,7
controller,13
predicate non-void-command collaborator,165
get non-void-command collaborator,7
property wrapper,20
void-accessor wrapper,2
wrapper stateless,55
property,100
predicate set,7
property non-void-command factory collaborator,1
property non-void-command,33
property collaborator,133
predicate collaborator,34
collaborator,9
Total,2621
