Unique Method Stereotype,Method Count
unclassified,1
void-accessor set,1
get property factory collaborator,2
predicate collaborator,1
set factory,2
get wrapper,4
get property set,2
get non-void-command factory collaborator,4
property set factory collaborator,2
get property wrapper,6
predicate set collaborator,2
factory collaborator incidental,3
get property factory controller,1
get predicate non-void-command collaborator,4
property non-void-command,423
property non-void-command factory collaborator,161
predicate set,4
get,277
collaborator incidental,162
get property non-void-command collaborator,13
property factory,12
property non-void-command collaborator,1047
set collaborator,105
property controller,109
get property non-void-command factory,2
predicate controller,29
empty,138
get controller,6
get collaborator,179
incidental,247
factory collaborator,1
controller,97
void-accessor collaborator,2
copy-constructor,28
wrapper stateless,621
predicate non-void-command,179
void-accessor wrapper,3
property collaborator,21
stateless,11
property set collaborator,10
property set,4
command,576
property factory wrapper,30
set,146
get property non-void-command,8
get property collaborator,2
constructor,943
factory controller,23
get property controller,2
get non-void-command collaborator,58
property wrapper,145
factory collaborator stateless,30
predicate non-void-command collaborator,222
wrapper,37
non-void-command factory,3
get factory collaborator,2
get predicate non-void-command,2
get set,6
factory wrapper stateless,16
non-void-command factory collaborator,89
controller stateless,551
factory controller stateless,45
void-accessor command,20
get predicate controller,1
predicate wrapper,17
get set collaborator,19
predicate,29
property non-void-command factory,3
collaborator stateless,24
get property set factory collaborator,1
property factory collaborator,43
command collaborator,993
property,26
non-void-command collaborator,5
get non-void-command,26
get property non-void-command factory collaborator,9
void-accessor command collaborator,10
property factory controller,21
get set factory collaborator,7
get property,1
get property set collaborator,3
factory wrapper,1
Total,8121
