Unique Class Stereotype,Class Count
lazy-class small-class,1
entity factory controller small-class,2
entity small-class,1
data-provider small-class,4
data-provider,15
boundary data-class small-class,5
data-provider data-class,6
commander data-class small-class,3
boundary small-class,3
small-class,74
data-provider boundary lazy-class small-class,2
controller degenerate,3
boundary lazy-class degenerate,2
entity commander boundary,13
entity boundary small-class,56
pure-controller degenerate small-class,48
entity boundary lazy-class,1
boundary degenerate small-class,63
boundary,125
pure-controller small-class,13
commander boundary data-class small-class,1
commander,42
entity boundary,77
data-class,2
commander boundary small-class,29
degenerate,60
controller lazy-class degenerate,1
commander boundary degenerate,10
commander boundary,40
boundary degenerate,51
factory pure-controller degenerate small-class,3
unclassified,110
controller small-class,10
degenerate small-class,38
boundary lazy-class,1
data-provider boundary data-class small-class,4
data-provider data-class small-class,10
boundary lazy-class small-class,2
entity boundary degenerate,23
commander small-class,16
empty,259
data-provider lazy-class small-class,2
data-class small-class,8
factory controller small-class,19
commander degenerate,4
lazy-class,2
pure-controller,1
controller,9
data-provider boundary small-class,7
factory controller data-class small-class,1
data-provider lazy-class,2
data-provider boundary,8
entity minimal-entity boundary,9
factory degenerate small-class,3
data-provider boundary degenerate,1
pure-controller degenerate,21
entity data-provider boundary,1
commander boundary data-class,1
commander boundary lazy-class small-class,1
entity factory controller,1
lazy-class degenerate,2
Total,1332
