Unique Class Stereotype,Class Count
entity minimal-entity boundary,1
data-provider boundary degenerate,1
data-provider small-class,2
pure-controller,1
lazy-class,1
controller data-class small-class,1
data-class,2
minimal-entity boundary,1
boundary data-class,1
data-provider boundary data-class,2
data-provider data-class small-class,2
entity data-provider boundary,6
boundary data-class small-class,2
data-provider boundary data-class small-class,5
factory degenerate small-class,2
data-provider,9
small-class,31
entity boundary small-class,10
data-class small-class,1
entity boundary,34
boundary lazy-class,5
degenerate small-class,22
entity boundary degenerate,3
commander small-class,21
entity minimal-entity commander boundary,2
commander boundary,75
boundary degenerate,10
factory pure-controller degenerate small-class,1
controller,19
data-provider boundary,11
unclassified,50
controller small-class,6
data-provider boundary small-class,8
entity small-class,1
empty,618
commander,45
commander boundary small-class,82
boundary degenerate small-class,29
pure-controller degenerate,5
controller degenerate,5
factory controller small-class,7
entity commander boundary,8
pure-controller degenerate small-class,17
boundary,32
pure-controller small-class,6
degenerate,27
data-provider data-class,3
boundary small-class,7
commander data-class small-class,2
commander boundary degenerate,1
Total,1243
