Unique Method Stereotype,Method Count
predicate,5
get property,1
get set,1
get set collaborator,234
get property factory collaborator,1
predicate set collaborator,2
factory controller,4
property non-void-command,15
property non-void-command factory collaborator,13
void-accessor command collaborator,55
get property non-void-command collaborator,6
get,349
collaborator incidental,353
get property set collaborator,2
incidental,37
void-accessor collaborator,3
copy-constructor,57
factory collaborator,1
controller,38
wrapper stateless,212
property set,2
factory collaborator incidental,1
constructor,813
set,101
property,11
command collaborator,572
property non-void-command collaborator,82
property controller,9
void-accessor wrapper,5
predicate non-void-command,5
get property wrapper,1
factory collaborator stateless,4
predicate non-void-command collaborator,11
wrapper,202
non-void-command factory collaborator,15
controller stateless,139
property factory wrapper,3
command,123
unclassified,6
get non-void-command,1
non-void-command collaborator,5
predicate wrapper,35
set collaborator,447
non-void-command,25
get property collaborator,5
void-accessor set collaborator,13
get property non-void-command,1
property non-void-command factory,1
collaborator stateless,140
empty,21
property factory controller,2
void-accessor controller,2
get set factory collaborator,4
factory controller stateless,13
get collaborator,310
get controller,1
property wrapper,189
get non-void-command collaborator,11
property collaborator,7
stateless,10
property set collaborator,9
set factory collaborator,2
collaborator,18
predicate collaborator,2
property factory collaborator,5
property set factory collaborator,2
factory wrapper stateless,8
get predicate,3
get wrapper,6
get property set,1
Total,4793
