Unique Class Stereotype,Class Count
controller data-class small-class,1
boundary data-class,1
minimal-entity boundary,1
entity data-provider boundary,1
lazy-class degenerate,1
data-provider small-class,1
boundary lazy-class degenerate,3
data-provider boundary small-class,1
factory controller data-class small-class,1
commander degenerate,1
data-class,2
factory pure-controller degenerate small-class,3
data-provider,3
boundary small-class,1
data-provider data-class,1
entity boundary small-class,7
entity small-class,1
commander,7
empty,238
entity minimal-entity commander boundary,1
commander boundary,24
boundary degenerate,17
factory controller small-class,3
data-provider data-class small-class,4
commander boundary lazy-class degenerate,2
factory degenerate small-class,5
entity boundary degenerate,1
commander boundary data-class small-class,3
data-provider boundary,14
unclassified,26
controller small-class,2
commander boundary small-class,27
data-provider boundary data-class,1
minimal-entity commander boundary,2
boundary degenerate small-class,35
pure-controller degenerate small-class,8
entity commander boundary,7
controller lazy-class degenerate,1
commander boundary degenerate,7
boundary data-class small-class,2
data-provider lazy-class degenerate,1
pure-controller small-class,1
boundary,19
degenerate,3
degenerate small-class,5
data-class small-class,1
entity boundary,9
entity factory controller small-class,9
entity minimal-entity boundary,1
Total,516
