Method Stereotype,Stereotype Count
get,938
predicate,63
property,368
void-accessor,78
set,820
command,750
non-void-command,191
collaborator,2335
controller,208
wrapper,661
constructor,813
copy-constructor,57
destructor,0
factory,79
incidental,391
stateless,526
empty,21
unclassified,6
Total,8305
