Unique Class Stereotype,Class Count
data-class,1
pure-controller degenerate small-class,1
commander data-class small-class,1
commander boundary small-class,2
data-provider data-class,2
data-provider small-class,2
degenerate,2
data-class small-class,1
entity boundary,2
degenerate small-class,6
commander small-class,1
commander boundary,1
boundary degenerate small-class,2
boundary,6
commander,1
data-provider boundary small-class,7
data-provider boundary data-class small-class,1
controller small-class,1
data-provider boundary,5
boundary small-class,3
small-class,3
entity boundary small-class,1
empty,22
unclassified,8
data-provider,10
data-provider data-class small-class,2
Total,94
