Unique Method Stereotype,Method Count
get predicate wrapper,2
non-void-command factory collaborator,1
factory collaborator stateless,1
non-void-command,4
void-accessor set,1
get collaborator,1
collaborator,3
get wrapper,1
factory collaborator incidental,1
property factory collaborator,3
unclassified,4
get set collaborator,1
predicate set collaborator,3
predicate,4
void-accessor command,3
property factory controller,2
get property controller,1
constructor,42
set,65
command,122
factory controller,2
empty,43
non-void-command collaborator,1
predicate wrapper,3
predicate non-void-command,6
command collaborator,274
factory controller stateless,6
controller stateless,319
property non-void-command collaborator,27
set collaborator,93
property controller,9
void-accessor wrapper,11
wrapper stateless,211
get,3
collaborator incidental,16
predicate collaborator,1
factory wrapper stateless,7
wrapper,40
property set collaborator,5
void-accessor controller,14
get non-void-command,1
get property wrapper,1
void-accessor set collaborator,6
predicate set,1
property collaborator,4
property non-void-command factory collaborator,6
property non-void-command,1
void-accessor collaborator,3
void-accessor command collaborator,43
get non-void-command collaborator,1
property wrapper,9
copy-constructor,2
incidental,8
controller,40
predicate non-void-command collaborator,9
property,1
Total,1492
