Unique Method Stereotype,Method Count
collaborator incidental,3
property,2
property wrapper,1
predicate non-void-command collaborator,1
property factory controller,1
set,3
constructor,12
empty,1
command,19
wrapper stateless,1
controller stateless,5
command collaborator,56
property set collaborator,1
wrapper,3
incidental,1
get collaborator,1
non-void-command collaborator,2
predicate wrapper,1
predicate non-void-command,4
property non-void-command collaborator,2
set collaborator,12
property non-void-command,1
void-accessor wrapper,1
Total,134
