Unique Class Stereotype,Class Count
small-class,1
commander boundary,1
data-provider small-class,1
entity commander boundary,1
boundary degenerate small-class,4
entity data-provider boundary,2
pure-controller degenerate small-class,14
data-provider boundary degenerate,1
data-provider,2
boundary small-class,2
data-provider boundary data-class small-class,3
data-provider boundary,3
data-provider boundary small-class,1
commander,1
data-provider data-class,1
entity boundary,4
empty,30
unclassified,5
commander small-class,2
Total,79
