Unique Method Stereotype,Method Count
get property wrapper,1
void-accessor set,1
get wrapper,1
property non-void-command factory collaborator,7
property collaborator,80
property non-void-command,410
predicate set,3
set collaborator,77
property controller,43
property non-void-command collaborator,329
controller,34
incidental,216
predicate wrapper,4
get,177
collaborator incidental,69
get property non-void-command collaborator,2
wrapper stateless,270
empty,73
unclassified,25
command,596
get set,22
predicate non-void-command collaborator,40
wrapper,32
factory collaborator stateless,8
destructor,155
property set collaborator,17
get controller,1
get collaborator,171
copy-constructor,43
void-accessor collaborator,6
void-accessor command collaborator,16
collaborator stateless,6
constructor,572
get property controller,2
set,195
get property collaborator,3
controller stateless,434
non-void-command factory collaborator,7
predicate controller,7
property,94
command collaborator,1023
get non-void-command collaborator,11
property wrapper,83
void-accessor wrapper,2
predicate non-void-command,66
factory collaborator incidental,1
property set,8
predicate,83
get non-void-command factory collaborator,2
get set collaborator,7
collaborator,17
property factory collaborator,7
void-accessor,6
predicate collaborator,15
factory wrapper stateless,1
factory controller stateless,3
void-accessor command,10
non-void-command collaborator,60
get non-void-command,14
predicate set collaborator,1
get property set collaborator,1
get property,2
get set factory collaborator,1
void-accessor controller,1
Total,5674
