Unique Method Stereotype,Method Count
get predicate collaborator,1
get set collaborator,1
property set,2
get wrapper,4
property command collaborator,2
predicate collaborator,7
predicate wrapper,5
non-void-command collaborator,2
unclassified,19
non-void-command,7
property,13
predicate,33
get collaborator,87
destructor,34
get set,10
wrapper,37
void-accessor set collaborator,4
get non-void-command,6
set,14
get property controller,3
constructor,286
property non-void-command,18
property collaborator,48
void-accessor collaborator,5
void-accessor,8
void-accessor command collaborator,28
controller stateless,93
command,44
empty,63
command collaborator,88
property wrapper,33
get non-void-command collaborator,19
void-accessor wrapper,15
wrapper stateless,162
collaborator,47
property set collaborator,7
stateless,4
void-accessor command,8
predicate non-void-command,1
set collaborator,27
property controller,6
property non-void-command collaborator,37
get controller,3
collaborator incidental,33
get property non-void-command collaborator,1
get,44
incidental,50
copy-constructor,37
controller,12
predicate controller,4
void-accessor controller,4
Total,1526
