Unique Class Stereotype,Class Count
data-class,1
data-provider boundary data-class,1
lazy-class,1
data-provider boundary small-class,3
entity boundary small-class,3
boundary degenerate small-class,86
entity boundary degenerate,3
commander small-class,10
commander boundary data-class small-class,16
boundary data-class small-class,2
entity commander boundary,3
pure-controller degenerate small-class,59
boundary degenerate,4
entity minimal-entity commander boundary,1
commander boundary,2
data-provider boundary,13
data-provider boundary data-class small-class,4
entity boundary,3
commander boundary small-class,25
commander,3
empty,263
unclassified,12
entity data-provider boundary,8
degenerate small-class,66
commander data-class small-class,3
boundary small-class,40
data-provider data-class,4
pure-controller degenerate,3
data-provider data-class small-class,4
data-provider,3
degenerate,13
boundary,4
pure-controller small-class,2
small-class,7
data-provider small-class,1
Total,676
