Unique Method Stereotype,Method Count
unclassified,1
get predicate non-void-command collaborator,1
get wrapper,2
collaborator,4
property controller,5
property non-void-command collaborator,41
predicate set collaborator,1
property wrapper,735
get non-void-command collaborator,1
incidental,9
controller,13
get,14
collaborator incidental,20
get property non-void-command collaborator,4
factory controller stateless,9
predicate non-void-command collaborator,2
wrapper,51
property set collaborator,6
property,3
command collaborator,79
wrapper stateless,102
constructor,139
set,70
void-accessor command collaborator,13
copy-constructor,3
void-accessor collaborator,2
property non-void-command factory,3
collaborator stateless,11
property non-void-command,18
property non-void-command factory collaborator,23
property collaborator,2
predicate set,1
predicate wrapper,9
get controller,1
get collaborator,7
property factory collaborator,4
controller stateless,38
non-void-command factory collaborator,6
factory controller,3
empty,4
command,62
property factory wrapper,1
get set collaborator,6
factory collaborator incidental,2
property set,2
set collaborator,43
non-void-command,19
predicate non-void-command,6
property factory controller,1
get set factory collaborator,2
void-accessor controller,2
void-accessor,2
predicate collaborator,2
factory wrapper stateless,2
factory collaborator stateless,8
predicate,1
get property non-void-command,1
void-accessor set collaborator,3
non-void-command collaborator,33
get non-void-command,1
destructor,2
Total,1661
