Class Name,Class Stereotype,Method Name,Method Stereotype
"Baidu","small-class","SuggestionsAsync","property non-void-command factory collaborator"
"Baidu","small-class","ToString","incidental"
"SearchSourceViewModel","commander boundary degenerate","UpdateIconAttributes","wrapper stateless"
"SearchSourceViewModel","commander boundary degenerate","CopyNewImageToUserDataDirectoryIfRequired","command collaborator"
"SearchSourceViewModel","commander boundary degenerate","SetupCustomImagesDirectory","wrapper stateless"
"SearchSourceViewModel","commander boundary degenerate","ShouldProvideHint","wrapper stateless"
"SearchSourceViewModel","commander boundary degenerate","LoadPreviewIconAsync","wrapper stateless"
"SearchSourceSettingWindow","commander boundary","SearchSourceSettingWindow","constructor"
"SearchSourceSettingWindow","commander boundary","SearchSourceSettingWindow","constructor"
"SearchSourceSettingWindow","commander boundary","Initialize","command collaborator"
"SearchSourceSettingWindow","commander boundary","OnCancelButtonClick","wrapper stateless"
"SearchSourceSettingWindow","commander boundary","OnConfirmButtonClick","command collaborator"
"SearchSourceSettingWindow","commander boundary","AddSearchSource","command collaborator"
"SearchSourceSettingWindow","commander boundary","EditSearchSource","command collaborator"
"SearchSourceSettingWindow","commander boundary","OnSelectIconClick","command collaborator"
"SearchSource","entity small-class","DeepCopy","non-void-command factory collaborator"
"SearchSource","entity small-class","get","property wrapper"
"Bing","pure-controller degenerate small-class","SuggestionsAsync","factory controller stateless"
"Bing","pure-controller degenerate small-class","ToString","incidental"
"ProcessResult","empty","ProcessResult","constructor"
"Google","pure-controller degenerate small-class","SuggestionsAsync","factory controller stateless"
"Google","pure-controller degenerate small-class","ToString","incidental"
"PluginsManagerSettings","empty","PluginsManagerSettings","constructor"
"PluginsManager","entity boundary","PluginsManager","constructor"
"PluginsManager","entity boundary","GetDefaultHotKeys","property non-void-command factory collaborator"
"PluginsManager","entity boundary","Result","constructor"
"PluginsManager","entity boundary","set","set"
"PluginsManager","entity boundary","get","predicate set collaborator"
"ActionKeywordSetting","entity boundary","ActionKeywordSetting","constructor"
"ActionKeywordSetting","entity boundary","OnDoneButtonClick","command collaborator"
"ActionKeywordSetting","entity boundary","BtnCancel_OnClick","wrapper stateless"
"ActionKeywordSetting","entity boundary","TxtCurrentActionKeyword_OnKeyDown","void-accessor command collaborator"
"ActionKeywordSetting","entity boundary","OnPropertyChanged","wrapper"
"ActionKeywordSetting","entity boundary","SetField<T>","predicate non-void-command"
"ActionKeywordSetting","entity boundary","set","set"
"EnumBindingModel<T>","entity factory controller small-class","From","property non-void-command factory collaborator"
"QueryConstructor","unclassified","QueryConstructor","constructor"
"QueryConstructor","unclassified","CreateBaseQuery","property non-void-command collaborator"
