Unique Class Stereotype,Class Count
commander data-class,1
entity,1
controller data-class small-class,1
data-class,2
factory degenerate small-class,3
factory pure-controller degenerate small-class,1
controller,1
entity factory controller,1
commander boundary lazy-class,2
lazy-class small-class,3
boundary small-class,5
minimal-entity boundary,1
commander boundary lazy-class small-class,1
data-provider boundary data-class small-class,1
data-provider boundary,4
data-class small-class,1
entity boundary,11
boundary degenerate small-class,14
commander boundary degenerate,3
boundary,11
entity boundary small-class,5
small-class,5
boundary data-class small-class,1
commander small-class,2
entity boundary degenerate,2
commander boundary data-class small-class,10
data-provider boundary lazy-class degenerate,1
controller small-class,1
unclassified,10
commander lazy-class,1
data-provider boundary small-class,9
entity small-class,1
empty,118
commander,7
commander boundary,15
boundary degenerate,4
entity commander boundary,3
pure-controller degenerate small-class,9
data-provider,1
data-provider small-class,3
degenerate small-class,10
factory controller small-class,4
controller degenerate,2
entity factory controller small-class,1
entity data-provider boundary,1
commander boundary small-class,6
Total,300
